"","logistic_regression__Not_Tuned__Threshold_0.5__MissingData_simple_value_imputation__ScarceOutcome_no_method","xgboost__Not_Tuned__Threshold_0.5__MissingData_simple_value_imputation__ScarceOutcome_no_method","xgboost__Tuned__Threshold_0.5__MissingData_simple_value_imputation__ScarceOutcome_no_method","random_forest__Tuned__Threshold_0.5__MissingData_simple_value_imputation__ScarceOutcome_no_method","random_forest__Not_Tuned__Threshold_0.5__MissingData_simple_value_imputation__ScarceOutcome_no_method","random_forest__Not_Tuned__Threshold_0.5__MissingData_simple_value_imputation__ScarceOutcome_random_oversampling","random_forest__Tuned__Threshold_0.5__MissingData_simple_value_imputation__ScarceOutcome_random_oversampling","xgboost__Tuned__Threshold_0.5__MissingData_simple_value_imputation__ScarceOutcome_random_oversampling","xgboost__Not_Tuned__Threshold_0.5__MissingData_simple_value_imputation__ScarceOutcome_random_oversampling","logistic_regression__Not_Tuned__Threshold_0.5__MissingData_simple_value_imputation__ScarceOutcome_random_oversampling","logistic_regression__Not_Tuned__Threshold_0.5__MissingData_simple_value_imputation__ScarceOutcome_random_undersampling","xgboost__Not_Tuned__Threshold_0.5__MissingData_simple_value_imputation__ScarceOutcome_random_undersampling","xgboost__Tuned__Threshold_0.5__MissingData_simple_value_imputation__ScarceOutcome_random_undersampling","random_forest__Tuned__Threshold_0.5__MissingData_simple_value_imputation__ScarceOutcome_random_undersampling","random_forest__Not_Tuned__Threshold_0.5__MissingData_simple_value_imputation__ScarceOutcome_random_undersampling","logistic_regression__Not_Tuned__Threshold_0.5__MissingData_Miss_Forest_Imputation__ScarceOutcome_no_method","xgboost__Not_Tuned__Threshold_0.5__MissingData_Miss_Forest_Imputation__ScarceOutcome_no_method","xgboost__Tuned__Threshold_0.5__MissingData_Miss_Forest_Imputation__ScarceOutcome_no_method","random_forest__Tuned__Threshold_0.5__MissingData_Miss_Forest_Imputation__ScarceOutcome_no_method","random_forest__Not_Tuned__Threshold_0.5__MissingData_Miss_Forest_Imputation__ScarceOutcome_no_method","logistic_regression__Not_Tuned__Threshold_0.5__MissingData_Miss_Forest_Imputation__ScarceOutcome_random_oversampling","xgboost__Not_Tuned__Threshold_0.5__MissingData_Miss_Forest_Imputation__ScarceOutcome_random_oversampling","xgboost__Tuned__Threshold_0.5__MissingData_Miss_Forest_Imputation__ScarceOutcome_random_oversampling","random_forest__Tuned__Threshold_0.5__MissingData_Miss_Forest_Imputation__ScarceOutcome_random_oversampling","random_forest__Not_Tuned__Threshold_0.5__MissingData_Miss_Forest_Imputation__ScarceOutcome_random_oversampling","random_forest__Not_Tuned__Threshold_0.5__MissingData_Miss_Forest_Imputation__ScarceOutcome_random_undersampling","random_forest__Tuned__Threshold_0.5__MissingData_Miss_Forest_Imputation__ScarceOutcome_random_undersampling","xgboost__Tuned__Threshold_0.5__MissingData_Miss_Forest_Imputation__ScarceOutcome_random_undersampling","xgboost__Not_Tuned__Threshold_0.5__MissingData_Miss_Forest_Imputation__ScarceOutcome_random_undersampling","logistic_regression__Not_Tuned__Threshold_0.5__MissingData_Miss_Forest_Imputation__ScarceOutcome_random_undersampling"
"Male_Minority_Yes_FNR",0.133333333333333,0.133333333333333,0.266666666666667,0.133333333333333,0.133333333333333,0,0.0666666666666667,0,0,0,0,0.0666666666666667,0,0,0,0.133333333333333,0.133333333333333,0.266666666666667,0.133333333333333,0.0666666666666667,0,0,0,0.133333333333333,0,0,0,0.0666666666666667,0.0666666666666667,0
"Male_Minority_Yes_FNR_ratio",0.299145299145299,0.321100917431193,0.522388059701492,0.300429184549356,0.315315315315315,0,0.174129353233831,0,0,0,0,0.321100917431193,0,0,0,0.307017543859649,0.324074074074074,0.524344569288389,0.291666666666667,0.153508771929825,0,0,0,0.336538461538462,0,0,0,0.307017543859649,0.307017543859649,0
"Male_Minority_No_proportion_favorable",0.907975460122699,0.865030674846626,0.938650306748466,0.886503067484663,0.901840490797546,0.671779141104294,0.819018404907976,0.757668711656442,0.687116564417178,0.659509202453988,0.656441717791411,0.668711656441718,0.687116564417178,0.665644171779141,0.668711656441718,0.914110429447853,0.865030674846626,0.938650306748466,0.889570552147239,0.904907975460123,0.674846625766871,0.677914110429448,0.773006134969325,0.815950920245399,0.674846625766871,0.668711656441718,0.668711656441718,0.705521472392638,0.677914110429448,0.665644171779141
"Male_Minority_No_proportion_favorable_ratio",1.12862083296793,1.1026522305247,1.12954308874665,1.11090609960484,1.13868748838074,1.04313531227375,1.09787989934045,1.07242563574868,1.05063694865012,1.08204955283673,1.06999465002675,1.04567889983068,1.08292602745024,1.05157057153103,1.05226067103339,1.1404996000597,1.10124847211537,1.1309039840343,1.10574338365101,1.13539269191985,1.09464172873783,1.04134271955368,1.07886411021539,1.09450156974567,1.04223417106853,1.04813739254188,1.06482747841038,1.06735472374075,1.05184501230326,1.07709412909246
"Male_Minority_No_FPR",0.0392156862745098,0.0549019607843137,0.0235294117647059,0.0588235294117647,0.0509803921568627,0.219607843137255,0.117647058823529,0.141176470588235,0.2,0.227450980392157,0.231372549019608,0.231372549019608,0.196078431372549,0.231372549019608,0.227450980392157,0.0313725490196078,0.0705882352941176,0.0235294117647059,0.0549019607843137,0.0470588235294118,0.211764705882353,0.207843137254902,0.149019607843137,0.129411764705882,0.215686274509804,0.235294117647059,0.219607843137255,0.180392156862745,0.227450980392157,0.219607843137255
"Male_Minority_No_FPR_ratio",0.57843137254902,0.653067678684377,0.428467683369644,0.77468487394958,0.665452021516571,1.10177404295051,0.94309462915601,0.933790556581377,1.06115107913669,0.983842217238802,1.01268400535288,1.11893281902925,0.945149301550686,1.08686149619083,1.08222643896268,0.462745098039216,0.86764705882353,0.423242467718795,0.763965963743988,0.636805180787911,0.946524064171123,1.07946699806683,1.02712112882536,0.994178921568628,1.11627106983144,1.13789778206365,1.03821015585721,0.996548432106925,1.11830065359477,0.978615010959066
"Male_Minority_No_FNR",0.71830985915493,0.577464788732394,0.802816901408451,0.690140845070423,0.732394366197183,0.28169014084507,0.591549295774648,0.394366197183099,0.28169014084507,0.253521126760563,0.253521126760563,0.309859154929577,0.267605633802817,0.295774647887324,0.295774647887324,0.71830985915493,0.633802816901408,0.802816901408451,0.690140845070423,0.732394366197183,0.267605633802817,0.267605633802817,0.492957746478873,0.619718309859155,0.28169014084507,0.323943661971831,0.267605633802817,0.295774647887324,0.338028169014085,0.253521126760563
"Male_Minority_No_FNR_ratio",1.61159263271939,1.39068355084636,1.57268236283372,1.55503838481533,1.73201370384469,1.38212452283796,1.54509144418751,1.28597672994489,1.33231823372668,1.56586578293289,1.49548979268872,1.49244088383512,1.40492957746479,1.47887323943662,1.46492160510231,1.65400296515938,1.54049295774648,1.5785725589492,1.50968309859155,1.68643439584878,1.59651088348271,1.26570232204035,1.50466754012447,1.56419284940412,1.40845070422535,1.60443794844539,1.5106769650159,1.36212008895478,1.55670867309118,1.446723821188
"Male_Majority_Yes_proportion_favorable",0.829787234042553,0.851063829787234,0.872340425531915,0.851063829787234,0.829787234042553,0.638297872340426,0.765957446808511,0.680851063829787,0.702127659574468,0.595744680851064,0.595744680851064,0.638297872340426,0.680851063829787,0.638297872340426,0.638297872340426,0.829787234042553,0.829787234042553,0.872340425531915,0.851063829787234,0.851063829787234,0.617021276595745,0.702127659574468,0.74468085106383,0.787234042553192,0.638297872340426,0.638297872340426,0.617021276595745,0.702127659574468,0.638297872340426,0.617021276595745
"Male_Majority_Yes_proportion_favorable_ratio",1.03143223622443,1.08484873140501,1.04974780449087,1.0664960273023,1.04771115409413,0.991145764503766,1.02675260966288,0.963695773290569,1.07358969353894,0.977431797950884,0.971058974492361,0.99812020694359,1.07305132203276,1.00836946657255,1.00440263153489,1.03529286842489,1.05638094722158,1.05101256088183,1.05787921664044,1.06783416535412,1.00084554192335,1.07853711148152,1.0393312645692,1.05598127773735,0.985788219830773,1.00046688454612,0.982517956362651,1.06222036244246,0.990376838387006,0.998416305171108
"Male_Majority_Yes_FPR",0.03125,0.03125,0.03125,0.03125,0.03125,0.21875,0.125,0.1875,0.15625,0.28125,0.28125,0.1875,0.1875,0.21875,0.21875,0.03125,0.03125,0.03125,0.03125,0.03125,0.25,0.15625,0.125,0.15625,0.21875,0.21875,0.21875,0.15625,0.21875,0.25
"Male_Majority_Yes_FPR_ratio",0.4609375,0.371723790322581,0.569058641975309,0.411551339285714,0.407909292035398,1.09747023809524,1.00203804347826,1.24019058295964,0.82902428057554,1.21655058651026,1.23099035608309,0.906762295081967,0.903799019607843,1.02756767515924,1.04082661290323,0.4609375,0.384114583333333,0.562118902439024,0.434846698113208,0.422878440366972,1.11742424242424,0.811509683098592,0.861565420560748,1.20035807291667,1.13212719298246,1.0578893442623,1.0341546474359,0.863178838951311,1.07552083333333,1.11404833836858
"Male_Majority_Yes_FNR",0.533333333333333,0.6,0.666666666666667,0.6,0.533333333333333,0.333333333333333,0.533333333333333,0.4,0.4,0.333333333333333,0.333333333333333,0.266666666666667,0.4,0.333333333333333,0.333333333333333,0.533333333333333,0.533333333333333,0.666666666666667,0.6,0.6,0.333333333333333,0.4,0.466666666666667,0.666666666666667,0.333333333333333,0.333333333333333,0.266666666666667,0.4,0.333333333333333,0.333333333333333
"Male_Majority_Yes_FNR_ratio",1.1965811965812,1.44495412844037,1.30597014925373,1.3519313304721,1.26126126126126,1.63551401869159,1.39303482587065,1.30434782608696,1.89189189189189,2.05882352941176,1.96629213483146,1.28440366972477,2.1,1.66666666666667,1.65094339622642,1.2280701754386,1.2962962962963,1.31086142322097,1.3125,1.38157894736842,1.98863636363636,1.89189189189189,1.42441860465116,1.68269230769231,1.66666666666667,1.65094339622642,1.50537634408602,1.8421052631579,1.53508771929825,1.90217391304348
"Male_Majority_No_proportion_favorable",0.958588957055215,0.941717791411043,0.967791411042945,0.95398773006135,0.955521472392638,0.855828220858896,0.914110429447853,0.903374233128834,0.857361963190184,0.835889570552147,0.835889570552147,0.854294478527607,0.855828220858896,0.843558282208589,0.849693251533742,0.960122699386503,0.952453987730061,0.967791411042945,0.957055214723926,0.95398773006135,0.837423312883436,0.871165644171779,0.914110429447853,0.924846625766871,0.863496932515337,0.855828220858896,0.848159509202454,0.888036809815951,0.865030674846626,0.837423312883436
"Male_Majority_No_proportion_favorable_ratio",1.19153381858945,1.20040508784072,1.16461060293977,1.19547334594154,1.20646650554626,1.32892580878711,1.22534910113653,1.27866133493112,1.31095101405227,1.37143489836283,1.36249318753406,1.33587877799469,1.34882304311883,1.3326355169172,1.33704681594609,1.19790729804929,1.21254486025469,1.16601374824451,1.18962736447971,1.19697331249856,1.35835087247921,1.33819607399659,1.27579962239756,1.24057226796361,1.33358599616268,1.34142354366598,1.35057246688289,1.34347475009977,1.34217327361773,1.35505390434213
"Male_Majority_No_FPR",0.0106194690265487,0.0212389380530973,0.00707964601769911,0.015929203539823,0.00884955752212389,0.0814159292035398,0.0424778761061947,0.0566371681415929,0.0831858407079646,0.095575221238938,0.0973451327433628,0.0831858407079646,0.0831858407079646,0.0920353982300885,0.0849557522123894,0.00884955752212389,0.0123893805309735,0.00707964601769911,0.0123893805309735,0.0123893805309735,0.0973451327433628,0.0725663716814159,0.0371681415929204,0.0371681415929204,0.0743362831858407,0.0814159292035398,0.0867256637168142,0.0566371681415929,0.0778761061946903,0.0973451327433628
"Male_Majority_No_FPR_ratio",0.156637168141593,0.252640593776763,0.128919479951928,0.209781921618205,0.115514135797635,0.408464270664018,0.340515582916506,0.374618040398428,0.441363723180747,0.413411880725612,0.426065491977627,0.402292180472944,0.400977500144601,0.432331886590384,0.40422495004282,0.130530973451327,0.152286135693215,0.127347291172027,0.17239939889798,0.167654461313632,0.435103244837758,0.376885205035523,0.256182284343727,0.285536504424779,0.384722869119702,0.393732772377775,0.410001134558657,0.312883232242882,0.382890855457227,0.433788733524049
"Male_Majority_No_FNR",0.758620689655172,0.701149425287356,0.804597701149425,0.758620689655172,0.724137931034483,0.448275862068966,0.632183908045977,0.64367816091954,0.471264367816092,0.390804597701149,0.402298850574713,0.448275862068966,0.459770114942529,0.425287356321839,0.425287356321839,0.758620689655172,0.724137931034483,0.804597701149425,0.758620689655172,0.735632183908046,0.413793103448276,0.505747126436782,0.597701149425287,0.67816091954023,0.459770114942529,0.448275862068966,0.425287356321839,0.528735632183908,0.494252873563218,0.413793103448276
"Male_Majority_No_FNR_ratio",1.70203359858532,1.68854792787093,1.57617086978899,1.7093384638153,1.71248835041938,2.19948436996455,1.65122662549322,2.09895052473763,2.22895309102206,2.41379310344828,2.37311119721038,2.15912685858905,2.41379310344828,2.1264367816092,2.10637605725439,1.74682395644283,1.76005747126437,1.58207413147359,1.65948275862069,1.69388989715668,2.46865203761755,2.39204721963343,1.82437850842021,1.71170424403183,2.29885057471264,2.22023422251139,2.40081572117167,2.43496672716273,2.2761645493043,2.36131934032983
"Female_Minority_Yes_proportion_favorable",0.15625,0.15625,0.21875,0.1875,0.15625,0.125,0.1875,0.125,0.09375,0.0625,0.09375,0.0625,0.09375,0.0625,0.0625,0.15625,0.15625,0.21875,0.25,0.1875,0.09375,0.0625,0.15625,0.1875,0.125,0.0625,0.0625,0.09375,0.0625,0.09375
"Female_Minority_Yes_proportion_favorable_ratio",0.194220012430081,0.199171446781389,0.26323706377858,0.234962406015038,0.197285353535354,0.194099378881988,0.251340482573727,0.176928520877565,0.143348623853211,0.102543068088597,0.15281173594132,0.0977326035965598,0.147754137115839,0.0987361769352291,0.0983477576711251,0.194946974422957,0.198917886696372,0.26355421686747,0.310752019888129,0.23525721455458,0.152068126520681,0.0960061443932412,0.218073970690858,0.251509054325956,0.193050193050193,0.0979623824451411,0.0995222929936306,0.141830559757943,0.0969743987587277,0.151699029126214
"Female_Minority_Yes_FPR",0.666666666666667,0.75,0.583333333333333,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.833333333333333,0.75,0.833333333333333,0.75,0.833333333333333,0.75,0.833333333333333,0.833333333333333,0.666666666666667,0.666666666666667,0.583333333333333,0.666666666666667,0.666666666666667,0.75,0.833333333333333,0.833333333333333,0.75,0.666666666666667,0.833333333333333,0.833333333333333,0.75,0.833333333333333,0.75
"Female_Minority_Yes_FPR_ratio",9.83333333333333,8.92137096774193,10.6224279835391,8.7797619047619,8.70206489675516,3.34467120181406,5.34420289855072,5.51195814648729,3.97931654676259,3.60459433040078,3.2826409495549,4.03005464480874,3.61519607843137,3.91454352441614,3.96505376344086,9.83333333333333,8.19444444444444,10.4928861788618,9.27672955974843,9.02140672782875,3.35227272727273,4.32805164319249,5.74376947040499,5.76171875,3.45029239766082,4.03005464480874,3.93963675213675,4.14325842696629,4.09722222222222,3.34214501510574
"Female_Minority_Yes_FNR",0.05,0.1,0.1,0.1,0.05,0,0.1,0.1,0,0,0,0,0,0,0,0.05,0.05,0.1,0.2,0.1,0,0,0.15,0.15,0,0,0,0,0,0
"Female_Minority_Yes_FNR_ratio",0.112179487179487,0.240825688073394,0.19589552238806,0.225321888412017,0.118243243243243,0,0.261194029850746,0.326086956521739,0,0,0,0,0,0,0,0.115131578947368,0.121527777777778,0.196629213483146,0.4375,0.230263157894737,0,0,0.457848837209302,0.378605769230769,0,0,0,0,0,0
"Female_Minority_No_proportion_favorable",0.501661129568106,0.485049833887043,0.528239202657807,0.485049833887043,0.481727574750831,0.289036544850498,0.428571428571429,0.385382059800664,0.318936877076412,0.249169435215947,0.26578073089701,0.299003322259136,0.289036544850498,0.282392026578073,0.282392026578073,0.485049833887043,0.471760797342193,0.524916943521595,0.495016611295681,0.475083056478405,0.259136212624585,0.295681063122924,0.382059800664452,0.418604651162791,0.305647840531561,0.285714285714286,0.27906976744186,0.299003322259136,0.292358803986711,0.269102990033223
"Female_Minority_No_proportion_favorable_ratio",0.623568837250598,0.618291693928672,0.635666910538878,0.607831872038901,0.608241887311655,0.44881451063742,0.574492531597089,0.545480622506248,0.487671065866073,0.408809573775138,0.43322042526,0.467557970694505,0.455534349646176,0.446116945620969,0.444361961570532,0.605177584388076,0.600586629334427,0.632430052435656,0.615309647353239,0.59608915492899,0.420334489253179,0.454195181448423,0.533230705742431,0.561508586402134,0.47204299695994,0.447828034034931,0.444378610576211,0.452349958031976,0.453621107814912,0.435441731445344
"Female_Minority_No_FPR",0.224358974358974,0.256410256410256,0.224358974358974,0.243589743589744,0.25,0.519230769230769,0.352564102564103,0.384615384615385,0.474358974358974,0.557692307692308,0.538461538461538,0.5,0.512820512820513,0.525641025641026,0.525641025641026,0.237179487179487,0.269230769230769,0.230769230769231,0.243589743589744,0.25,0.538461538461538,0.512820512820513,0.403846153846154,0.358974358974359,0.493589743589744,0.519230769230769,0.525641025641026,0.493589743589744,0.512820512820513,0.532051282051282
"Female_Minority_No_FPR_ratio",3.30929487179487,3.05004135649297,4.08554922443811,3.20798992673993,3.26327433628319,2.60498430141287,2.82626114827202,2.54398068299414,2.516832687696,2.41230543649898,2.3567678612189,2.41803278688525,2.47192894251718,2.46917360770864,2.50103391232424,3.49839743589744,3.30929487179487,4.15103189493433,3.38957426221577,3.38302752293578,2.40675990675991,2.66341639581076,2.78351905104242,2.75774572649573,2.55454340980657,2.51103404791929,2.48500164365549,2.72675981945645,2.52136752136752,2.37092338678441
"Female_Minority_No_FNR",0.206896551724138,0.206896551724138,0.262068965517241,0.193103448275862,0.193103448275862,0.0827586206896552,0.193103448275862,0.137931034482759,0.096551724137931,0.0413793103448276,0.0551724137931034,0.0827586206896552,0.0758620689655172,0.0758620689655172,0.0758620689655172,0.186206896551724,0.193103448275862,0.262068965517241,0.213793103448276,0.179310344827586,0.0413793103448276,0.0896551724137931,0.151724137931034,0.179310344827586,0.0896551724137931,0.0758620689655172,0.0689655172413793,0.0758620689655172,0.0827586206896552,0.0551724137931034
"Female_Minority_No_FNR_ratio",0.464190981432361,0.498260044289782,0.513381369016984,0.435104336243895,0.456663560111836,0.406058652916532,0.504374678332476,0.449775112443778,0.456663560111836,0.255578093306288,0.325455249903138,0.398608035431825,0.398275862068966,0.379310344827586,0.375731945348081,0.428765880217786,0.469348659003831,0.515304145679969,0.467672413793103,0.412885662431942,0.246865203761755,0.424044734389562,0.463111467522053,0.452586206896552,0.448275862068965,0.375731945348081,0.389321468298109,0.349364791288566,0.381125226860254,0.314842578710645
"Female_Majority_Yes_proportion_favorable",0.421052631578947,0.394736842105263,0.473684210526316,0.473684210526316,0.421052631578947,0.263157894736842,0.368421052631579,0.368421052631579,0.289473684210526,0.236842105263158,0.236842105263158,0.263157894736842,0.263157894736842,0.263157894736842,0.263157894736842,0.394736842105263,0.447368421052632,0.473684210526316,0.447368421052632,0.473684210526316,0.236842105263158,0.289473684210526,0.289473684210526,0.394736842105263,0.263157894736842,0.263157894736842,0.263157894736842,0.263157894736842,0.263157894736842,0.236842105263158
"Female_Majority_Yes_proportion_favorable_ratio",0.523371822969481,0.503169970816142,0.570017100513015,0.593589236248516,0.531632110579479,0.4086302713305,0.493862000846621,0.521473535218088,0.442620312248511,0.388584258019947,0.386050701325441,0.411505699353936,0.414748455062005,0.415731271306228,0.414095821773158,0.492497619594839,0.569533317699085,0.570703868103995,0.556082561905073,0.594334015716833,0.384172109104879,0.444660037189749,0.404010724648327,0.52949274594938,0.406421459053038,0.412473189242699,0.419041233657392,0.398120869495979,0.408313257931485,0.383239652529382
"Female_Majority_Yes_FPR",0.333333333333333,0.388888888888889,0.222222222222222,0.277777777777778,0.333333333333333,0.5,0.388888888888889,0.444444444444444,0.444444444444444,0.5,0.5,0.5,0.5,0.5,0.5,0.388888888888889,0.333333333333333,0.222222222222222,0.277777777777778,0.222222222222222,0.5,0.444444444444444,0.5,0.444444444444444,0.5,0.5,0.5,0.5,0.5,0.5
"Female_Majority_Yes_FPR_ratio",4.91666666666667,4.62589605734767,4.04663923182442,3.65823412698413,4.35103244837758,2.50850340136054,3.11745169082126,2.93971101145989,2.35811350919265,2.16275659824047,2.18842729970326,2.41803278688525,2.41013071895425,2.34872611464968,2.37903225806452,5.73611111111111,4.09722222222222,3.99728997289973,3.86530398322851,3.00713557594292,2.23484848484848,2.30829420970266,3.44626168224299,3.41435185185185,2.58771929824561,2.41803278688525,2.36378205128205,2.76217228464419,2.45833333333333,2.22809667673716
"Female_Majority_Yes_FNR",0.2,0.2,0.2,0.25,0.2,0.05,0.15,0.2,0.05,0,0,0.05,0.05,0.05,0.05,0.2,0.25,0.2,0.2,0.2,0,0.05,0.1,0.25,0.05,0.05,0.05,0.05,0.05,0
"Female_Majority_Yes_FNR_ratio",0.448717948717949,0.481651376146789,0.391791044776119,0.563304721030043,0.472972972972973,0.245327102803738,0.391791044776119,0.652173913043478,0.236486486486486,0,0,0.240825688073394,0.2625,0.25,0.247641509433962,0.460526315789474,0.607638888888889,0.393258426966292,0.4375,0.460526315789474,0,0.236486486486486,0.305232558139535,0.631009615384615,0.25,0.247641509433962,0.282258064516129,0.230263157894737,0.230263157894737,0
"Female_Majority_No_proportion_favorable",0.80565371024735,0.786219081272085,0.840989399293286,0.800353356890459,0.777385159010601,0.641342756183746,0.749116607773852,0.692579505300353,0.643109540636042,0.586572438162544,0.591872791519435,0.627208480565371,0.600706713780919,0.628975265017668,0.628975265017668,0.800353356890459,0.782685512367491,0.839222614840989,0.81095406360424,0.793286219081272,0.591872791519435,0.639575971731449,0.710247349823322,0.740282685512368,0.636042402826855,0.630742049469965,0.609540636042403,0.636042402826855,0.632508833922262,0.597173144876325
"Female_Majority_No_proportion_favorable_ratio",1.00143407115892,1.00219130818621,1.01202093777772,1.00294906878504,0.981546917942678,0.995873845005816,1.00417775840999,0.98029653970326,0.983347921461838,0.96238299944634,0.964747826437546,0.980779484855936,0.946740289646838,0.993641808874673,0.989732911121429,0.998569378528334,0.996416947635253,1.01111158414577,1.00802245320602,0.995340299976502,0.960053189812546,0.982451569479952,0.991273342391237,0.993001590224504,0.982304869230664,0.98862390199054,0.970606108347775,0.962242666909009,0.981394622067124,0.96629958717852
"Female_Majority_No_FPR",0.072463768115942,0.0917874396135266,0.0507246376811594,0.0797101449275362,0.0917874396135266,0.195652173913043,0.1256038647343,0.161835748792271,0.190821256038647,0.251207729468599,0.246376811594203,0.214975845410628,0.234299516908213,0.21256038647343,0.214975845410628,0.072463768115942,0.0845410628019324,0.0507246376811594,0.072463768115942,0.0845410628019324,0.243961352657005,0.193236714975845,0.152173913043478,0.130434782608696,0.193236714975845,0.202898550724638,0.219806763285024,0.198067632850242,0.202898550724638,0.243961352657005
"Female_Majority_No_FPR_ratio",1.06884057971015,1.09182639862864,0.923689389872965,1.04975414078675,1.19811038433586,0.981588287488909,1.00687880697332,1.07043824873811,1.01245090883815,1.08660234887444,1.0783554810132,1.03963728518255,1.12938492627325,0.998492261300348,1.02286894187315,1.06884057971015,1.03915056360709,0.912424885118416,1.00834016953787,1.14401896910872,1.09043331869419,1.00360617813159,1.04886225111743,1.00203804347826,1.00008475294516,0.981230696127346,1.03915056360709,1.09419385188804,0.997584541062802,1.08713895821475
"Female_Majority_No_FNR",0.473684210526316,0.453947368421053,0.546052631578947,0.473684210526316,0.421052631578947,0.197368421052632,0.407894736842105,0.296052631578947,0.190789473684211,0.144736842105263,0.151315789473684,0.197368421052632,0.151315789473684,0.197368421052632,0.203947368421053,0.453947368421053,0.421052631578947,0.539473684210526,0.493421052631579,0.460526315789474,0.144736842105263,0.184210526315789,0.335526315789474,0.388157894736842,0.171052631578947,0.177631578947368,0.144736842105263,0.184210526315789,0.184210526315789,0.164473684210526
"Female_Majority_No_FNR_ratio",1.06275303643725,1.09322187349107,1.06969265514533,1.06731420826745,0.995732574679943,0.968396458435809,1.06539670070699,0.965389016018307,0.902382645803698,0.893962848297214,0.892593140153755,0.950627716079189,0.794407894736842,0.986842105263158,1.01011668321748,1.04527354570637,1.0233918128655,1.06076286221171,1.07935855263158,1.06042243767313,0.863486842105263,0.87126600284495,1.02413555691554,0.979725455465587,0.855263157894737,0.879779046673287,0.817062818336163,0.848337950138504,0.848337950138504,0.938572654462243
"Male_Minority_Yes_FPR_stringent",0.956521739130435,0.869565217391304,0,0,0,0.956521739130435,0.956521739130435,0.869565217391304,0.91304347826087,0.956521739130435,0.956521739130435,0.782608695652174,0,0,0,0.956521739130435,0.91304347826087,0,0,0,0.956521739130435,0.956521739130435,0.91304347826087,0,0,0,0.869565217391304,0,0.91304347826087,0.956521739130435
"Male_Minority_Yes_FNR_stringent",0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,1,1,1,0,1,0,0
"Male_Minority_No_FPR_stringent",0.933333333333333,0.890196078431372,0,0,0.952941176470588,0.909803921568627,0.913725490196078,0.874509803921569,0.854901960784314,0.894117647058824,0.88235294117647,0.898039215686275,0,0.945098039215686,0.945098039215686,0.929411764705882,0.92156862745098,0,0,0.956862745098039,0.898039215686275,0.850980392156863,0.854901960784314,0.937254901960784,0.905882352941176,0.945098039215686,0.87843137254902,0,0.909803921568627,0.890196078431372
"Male_Minority_No_FNR_stringent",0.0704225352112676,0.0563380281690141,1,1,0.0422535211267606,0.0704225352112676,0.0704225352112676,0.0422535211267606,0.0845070422535211,0.0704225352112676,0.0704225352112676,0.0563380281690141,1,0.0422535211267606,0.0422535211267606,0.0704225352112676,0.0563380281690141,1,1,0.0563380281690141,0.0704225352112676,0.0845070422535211,0.028169014084507,0.0563380281690141,0.0704225352112676,0.0422535211267606,0.028169014084507,1,0.0563380281690141,0.0704225352112676
"Male_Majority_Yes_FPR_stringent",0.9375,0.875,0,0,0.84375,0.78125,0.875,0.875,0.8125,0.9375,0.90625,0.90625,0,0.90625,0.96875,0.9375,0.875,0,0,0.96875,0.9375,0.8125,0.875,0.9375,0.875,0.96875,0.90625,0,0.875,0.90625
"Male_Majority_Yes_FNR_stringent",0,0.0666666666666667,1,1,0,0,0,0,0.0666666666666667,0,0,0,1,0,0,0,0.0666666666666667,1,1,0,0,0.0666666666666667,0,0,0,0,0,1,0,0
"Male_Majority_No_FPR_stringent",0.725663716814159,0.833628318584071,0,0,0.936283185840708,0.853097345132743,0.847787610619469,0.743362831858407,0.748672566371681,0.654867256637168,0.651327433628319,0.757522123893805,0,0.900884955752212,0.916814159292035,0.71858407079646,0.84070796460177,0,0,0.916814159292035,0.658407079646018,0.748672566371681,0.750442477876106,0.858407079646018,0.828318584070797,0.916814159292035,0.761061946902655,0,0.769911504424779,0.654867256637168
"Male_Majority_No_FNR_stringent",0.0919540229885057,0.0919540229885057,1,1,0.0114942528735632,0.0919540229885057,0.0574712643678161,0.114942528735632,0.114942528735632,0.114942528735632,0.114942528735632,0.126436781609195,1,0.0344827586206897,0.0459770114942529,0.0804597701149425,0.103448275862069,1,1,0.0459770114942529,0.126436781609195,0.103448275862069,0.103448275862069,0.0689655172413793,0.0804597701149425,0.0919540229885057,0.114942528735632,1,0.103448275862069,0.126436781609195
"Female_Minority_Yes_FPR_stringent",0,0,0,0,0,0,0,0,0.916666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0.916666666666667,0,0,0,0,0.916666666666667,0,0,0
"Female_Minority_Yes_FNR_stringent",1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1
"Female_Minority_No_FPR_stringent",0.987179487179487,0.948717948717949,0,0,0.974358974358974,0.961538461538462,0.955128205128205,0.916666666666667,0.91025641025641,0.974358974358974,0.967948717948718,0.92948717948718,0,0.980769230769231,0.980769230769231,0.987179487179487,0.942307692307692,0,0,0.974358974358974,0.974358974358974,0.897435897435897,0.92948717948718,0.942307692307692,0.935897435897436,0.980769230769231,0.942307692307692,0,0.92948717948718,0.974358974358974
"Female_Minority_No_FNR_stringent",0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
